/m/011k07,Tortoise,100
/m/012074,Magpie,16
/m/0120dh,Sea turtle,100
/m/01226z,Football,37
/m/012n7d,Ambulance,6
/m/0138tl,Toy,-1
/m/014j1m,Apple,53
/m/01599,Beer,47
/m/01_5g,Chopsticks,-1
/m/015p6,Bird,16
/m/015qff,Traffic light,10
/m/015wgc,Croissant,-1
/m/015x4r,Cucumber,-1
/m/015x5n,Radish,-1
/m/0162_1,Towel,-1
/m/016m2d,Skull,-1
/m/0174k2,Washing machine,-1
/m/0174n1,Glove,96
/m/0176mf,Belt,-1
/m/018xm,Ball,37
/m/01940j,Backpack,27
/m/019w40,Surfboard,42
/m/01b638,Boot,-1
/m/01b9xk,Hot dog,58
/m/01bfm9,Shorts,-1
/m/01bjv,Bus,6
/m/01bl7v,Boy,1
/m/01bms0,Screwdriver,-1
/m/01bqk0,Bicycle wheel,-1
/m/01btn,Barge,9
/m/01c648,Laptop,73
/m/01cmb2,Miniskirt,-1
/m/01d380,Drill (Tool),-1
/m/01d40f,Dress,-1
/m/01dws,Bear,23
/m/01dwsz,Waffle,-1
/m/01dwwc,Pancake,-1
/m/01dxs,Brown bear,23
/m/01dy8n,Woodpecker,16
/m/01f8m5,Blue jay,16
/m/01f91_,Pretzel,-1
/m/01fb_0,Bagel,-1
/m/01fh4r,Teapot,-1
/m/01g317,Person,1
/m/01gkx_,Swimwear,-1
/m/01h44,Bat (Animal),-1
/m/01h8tj,Starfish,-1
/m/01hrv5,Popcorn,-1
/m/01j3zr,Burrito,-1
/m/01j51,Balloon,-1
/m/01j5ks,Wrench,-1
/m/01jfm_,Vehicle registration plate,-1
/m/01k6s3,Toaster,80
/m/01kb5b,Flashlight,-1
/m/01lcw4,Limousine,3
/m/01lrl,Carnivore,-1
/m/01lsmm,Scissors,87
/m/01m2v,Computer keyboard,76
/m/01m4t,Printer,-1
/m/01mqdt,Traffic sign,-1
/m/01n4qj,Shirt,-1
/m/01nkt,Cheese,-1
/m/01nq26,Sock,-1
/m/01pns0,Fire hydrant,11
/m/01rkbr,Tie,32
/m/01s55n,Suitcase,33
/m/01tcjp,Muffin,61
/m/01x3jk,Snowmobile,-1
/m/01x3z,Clock,85
/m/01xq0k1,Cattle,21
/m/01xqw,Cello,-1
/m/01xs3r,Jet ski,-1
/m/01x_v,Camel,28
/m/01xyhv,Suit,-1
/m/01yrx,Cat,17
/m/01yx86,Bronze sculpture,-1
/m/01z1kdw,Juice,-1
/m/020lf,Computer mouse,74
/m/021mn,Cookie,-1
/m/0242l,Coin,-1
/m/024d2,Calculator,-1
/m/024g6,Cocktail,-1
/m/025dyy,Box,33
/m/025fsf,Stapler,-1
/m/025nd,Christmas tree,-1
/m/025rp__,Cowboy hat,-1
/m/026qbn5,Studio couch,63
/m/0271t,Drink,-1
/m/027pcv,Zucchini,-1
/m/027rl48,Ladle,50
/m/0283dt1,Human mouth,-1
/m/029b3,Dice,-1
/m/029bxz,Oven,79
/m/02crq1,Couch,63
/m/02ctlc,Cricket ball,37
/m/02cvgx,Winter melon,-1
/m/02d1br,Spatula,-1
/m/02d9qx,Whiteboard,-1
/m/02dl1y,Hat,-1
/m/02f9f_,Shower,-1
/m/02fh7f,Eraser,-1
/m/02fq_6,Fedora,-1
/m/02g30s,Guacamole,-1
/m/02gzp,Dagger,49
/m/02h19r,Scarf,-1
/m/02hj4,Dolphin,106
/m/02jfl0,Sombrero,-1
/m/02jvh9,Mug,47
/m/02jz0l,Tap,-1
/m/02l8p9,Harbor seal,110
/m/02p0tk3,Human body,-1
/m/02p3w7d,Roller skates,-1
/m/02p5f1q,Coffee cup,47
/m/02pv19,Stop sign,13
/m/02rgn06,Volleyball (Ball),37
/m/02s195,Vase,86
/m/02tsc9,Slow cooker,-1
/m/02vqfm,Coffee,-1
/m/02w3r3,Paper towel,-1
/m/02wbtzl,Sun hat,-1
/m/02wmf,Flying disc,34
/m/02wv6h6,Skirt,-1
/m/02zn6n,Barrel,-1
/m/02zt3,Kite,38
/m/02zvsm,Tart,61
/m/0306r,Fox,102
/m/03120,Flag,-1
/m/0342h,Guitar,-1
/m/034c16,Pillow,-1
/m/0388q,Grape,-1
/m/039xj_,Human ear,-1
/m/03bbps,Power plugs and sockets,-1
/m/03bj1,Panda,91
/m/03bk1,Giraffe,25
/m/03bt1vf,Woman,1
/m/03c7gz,Door handle,-1
/m/03d443,Rhinoceros,-1
/m/03fj2,Goldfish,19
/m/03fwl,Goat,-1
/m/03g8mr,Baseball bat,39
/m/03grzl,Baseball glove,40
/m/03hj559,Mixing bowl,51
/m/03jbxj,Light switch,-1
/m/03k3r,Horse,28
/m/03l9g,Hammer,-1
/m/03m3pdh,Sofa bed,63
/m/03m3vtv,Adhesive tape,-1
/m/03q5c7,Saucer,-1
/m/03q5t,Harpsichord,-1
/m/03qhv5,Heater,-1
/m/03qjg,Harmonica,-1
/m/03qrc,Hamster,107
/m/03s_tn,Kettle,-1
/m/03v5tg,Drinking straw,-1
/m/03wvsk,Hair dryer,-1
/m/03y6mg,Food processor,-1
/m/0420v5,Punching bag,-1
/m/043nyj,Common fig,-1
/m/0440zs,Cocktail shaker,-1
/m/0449p,Jaguar (Animal),101
/m/044r5d,Golf ball,37
/m/046dlr,Alarm clock,-1
/m/047j0r,Filing cabinet,-1
/m/047v4b,Artichoke,-1
/m/04c0y,Kangaroo,-1
/m/04cp_,Koala,-1
/m/04ctx,Knife,49
/m/04dr76w,Bottle,44
/m/04f5ws,Bottle opener,-1
/m/04g2r,Lynx,23
/m/04h7h,Lighthouse,-1
/m/04h8sr,Dumbbell,-1
/m/04kkgm,Bowl,51
/m/04m9y,Lizard,92
/m/04p0qw,Billiard table,-1
/m/04rmv,Mouse,107
/m/04_sv,Motorcycle,4
/m/04tn4x,Swim cap,-1
/m/04v6l4,Frying pan,-1
/m/04ylt,Missile,-1
/m/04yqq2,Bust,-1
/m/04yx4,Man,1
/m/04zpv,Milk,-1
/m/050k8,Mobile phone,77
/m/052sf,Mushroom,-1
/m/054fyh,Pitcher (Container),-1
/m/05_5p_0,Table tennis racket,-1
/m/05676x,Pencil case,-1
/m/0584n8,Briefcase,31
/m/058qzx,Kitchen knife,49
/m/05bm6,Nail (Construction),-1
/m/05ctyq,Tennis ball,37
/m/05gqfk,Plastic bag,-1
/m/05kyg_,Chest of drawers,-1
/m/05n4y,Ostrich,-1
/m/05r5c,Piano,-1
/m/05r655,Girl,1
/m/05vtc,Potato,-1
/m/05w9t9,Hair spray,-1
/m/05z6w,Penguin,-1
/m/05zsy,Pumpkin,-1
/m/061_f,Pear,-1
/m/0633h,Polar bear,23
/m/0663v,Pizza,59
/m/06_72j,Digital clock,-1
/m/068zj,Pig,-1
/m/06bt6,Reptile,-1
/m/06c7f7,Lipstick,-1
/m/06_fw,Skateboard,41
/m/06j2d,Raven,109
/m/06k2mb,High heels,-1
/m/06l9r,Red panda,24
/m/06m11,Rose,-1
/m/06mf6,Rabbit,97
/m/06msq,Sculpture,-1
/m/06ncr,Saxophone,-1
/m/06pcq,Submarine sandwich,54
/m/06y5r,Sword,-1
/m/06z37_,Picture frame,-1
/m/0703r8,Loveseat,63
/m/071qp,Squirrel,-1
/m/076bq,Segway,-1
/m/078jl,Snake,95
/m/079cl,Skyscraper,-1
/m/07bgp,Sheep,-1
/m/07clx,Tea,-1
/m/07cmd,Tank,-1
/m/07dd4,Torch,-1
/m/07dm6,Tiger,105
/m/07fbm7,Strawberry,-1
/m/07j87,Tomato,-1
/m/07jdr,Train,7
/m/07mcwg,Cooking spray,-1
/m/07mhn,Trousers,-1
/m/07r04,Truck,8
/m/07v9_z,Measuring cup,47
/m/080hkjn,Handbag,31
/m/080n7g,Paper cutter,-1
/m/081qc,Wine,-1
/m/083wq,Wheel,-1
/m/084rd,Wok,-1
/m/084zz,Whale,106
/m/0898b,Zebra,24
/m/08hvt4,Jug,-1
/m/08ks85,Pizza cutter,-1
/m/08pbxl,Monkey,94
/m/096mb,Lion,105
/m/09728,Bread,-1
/m/099ssp,Platter,-1
/m/09b5t,Chicken,-1
/m/09csl,Eagle,109
/m/09d5_,Owl,104
/m/09ddx,Duck,98
/m/09dzg,Turtle,100
/m/09f20,Hippopotamus,-1
/m/09f_2,Crocodile,-1
/m/09g1w,Toilet,70
/m/09gtd,Toilet paper,-1
/m/09j2d,Clothing,-1
/m/09k_b,Lemon,-1
/m/09ld4,Frog,108
/m/09qck,Banana,52
/m/09rvcxw,Rocket,-1
/m/0bh9flk,Tablet computer,-1
/m/0bjyj5,Waste container,-1
/m/0bt9lr,Dog,18
/m/0bt_c3,Book,84
/m/0bwd_0j,Elephant,22
/m/0by6g,Shark,106
/m/0c06p,Candle,-1
/m/0c29q,Leopard,101
/m/0c2jj,Axe,-1
/m/0c3m8g,Hand dryer,-1
/m/0c3mkw,Soap dispenser,-1
/m/0c9ph5,Flower,-1
/m/0ccs93,Canary,-1
/m/0cd4d,Cheetah,101
/m/0cdn1,Hamburger,-1
/m/0ch_cf,Fish,99
/m/0cjs7,Garden Asparagus,-1
/m/0cl4p,Hedgehog,-1
/m/0cmf2,Airplane,5
/m/0cmx8,Spoon,50
/m/0cn6p,Otter,110
/m/0cnyhnx,Bull,-1
/m/0_cp5,Oyster,-1
/m/0ct4f,Bomb,-1
/m/0cyhj_,Orange,55
/m/0d20w4,Beaker,-1
/m/0dbvp,Goose,98
/m/0dbzx,Mule,19
/m/0dftk,Swan,98
/m/0dj6p,Peach,-1
/m/0dkzw,Seat belt,-1
/m/0dq75,Raccoon,-1
/m/0_dqb,Chisel,-1
/m/0dv5r,Camera,-1
/m/0dv77,Squash (Plant),-1
/m/0dv9c,Racket,43
/m/0f571,Diaper,-1
/m/0f6wt,Falcon,109
/m/0fbw6,Cabbage,-1
/m/0fj52s,Carrot,57
/m/0fldg,Mango,-1
/m/0fly7,Jeans,-1
/m/0fm3zh,Flowerpot,86
/m/0frqm,Envelope,-1
/m/0fszt,Cake,61
/m/0ftb8,Common sunflower,-1
/m/0fx9l,Microwave oven,78
/m/0gd36,Sea lion,110
/m/0gjkl,Watch,-1
/m/0gv1x,Parrot,93
/m/0gxl3,Handgun,-1
/m/0h23m,Sparrow,-1
/m/0h2r6,Van,6
/m/0h8lkj8,Corded phone,-1
/m/0h8my_4,Tennis racket,43
/m/0h8n6f9,Dog bed,-1
/m/0h8nsvg,Facial tissue holder,-1
/m/0h8ntjv,Pressure cooker,-1
/m/0hdln,Ruler,-1
/m/0hf58v5,Luggage and bags,-1
/m/0hkxq,Broccoli,-1
/m/0hnyx,Pastry,-1
/m/0hqkz,Grapefruit,-1
/m/0j496,Band-aid,-1
/m/0jg57,Bell pepper,-1
/m/0jly1,Turkey,-1
/m/0jwn_,Pomegranate,-1
/m/0jy4k,Doughnut,60
/m/0k1tl,Pen,-1
/m/0k4j,Car,3
/m/0k5j,Aircraft,5
/m/0km7z,Skunk,-1
/m/0kmg4,Teddy bear,-1
/m/0kpqd,Watermelon,-1
/m/0kpt_,Cantaloupe,-1
/m/0l14j_,Flute,-1
/m/0l3ms,Balance beam,-1
/m/0l515,Sandwich,54
/m/0lt4_,Binoculars,-1
/m/0mcx2,Ipod,-1
/m/0pcr,Alpaca,-1
/m/0pg52,Taxi,3
/m/0ph39,Canoe,-1
/m/0qjjc,Remote control,75
/m/0wdt60w,Rugby ball,37
/m/0xfy,Armadillo,-1
/m/0xzly,Maracas,-1